,index,Código entidad,Entidad,Indicador,Valor,Año
2854,1604,5837,Turbo,Cobertura en educación superior,8.559082599,2020
2855,1605,5400,La Unión,Cobertura en educación superior,0.0,2020
2856,1606,5670,San Roque,Cobertura en educación superior,0.0,2020
2857,1607,5467,Montebello,Cobertura en educación superior,0.0,2020
2858,1608,5347,Heliconia,Cobertura en educación superior,0.0,2020
2859,1609,5209,Concordia,Cobertura en educación superior,0.0,2020
2860,1610,5002,Abejorral,Cobertura en educación superior,0.0,2020
2861,1611,5861,Venecia,Cobertura en educación superior,0.0,2020
2862,1612,5490,Necoclí,Cobertura en educación superior,0.613653797,2020
2863,1613,5036,Angelópolis,Cobertura en educación superior,0.0,2020
2864,1614,5380,La Estrella,Cobertura en educación superior,12.14159292,2020
2865,1615,5079,Barbosa,Cobertura en educación superior,13.06579561,2012
2866,1616,5656,San Jerónimo,Cobertura en educación superior,1.872964169,2020
2867,1617,5887,Yarumal,Cobertura en educación superior,9.054805401,2020
2868,1618,5425,Maceo,Cobertura en educación superior,0.0,2020
2869,1619,5664,San Pedro de los Milagros,Cobertura en educación superior,3.047520661,2020
2870,1620,5642,Salgar,Cobertura en educación superior,0.0,2020
2871,1621,5234,Dabeiba,Cobertura en educación superior,0.0,2020
2872,1622,5856,Valparaíso,Cobertura en educación superior,0.0,2020
2873,1623,5390,La Pintada,Cobertura en educación superior,11.08144192,2020
2874,1624,5628,Sabanalarga,Cobertura en educación superior,0.0,2020
2875,1625,5318,Guarne,Cobertura de viviendas con agua potable,77.17785533,2014
2876,1626,5792,Tarso,Cobertura de viviendas con agua potable,50.89133489,2017
2877,1627,5483,Nariño,Cobertura de viviendas con agua potable,4.955094456,2017
2878,1628,5480,Mutatá,Cobertura de viviendas con agua potable,25.70512819,2017
2879,1629,5209,Concordia,Cobertura de viviendas con agua potable,43.28066345,2017
2880,1630,5306,Giraldo,Cobertura de viviendas con agua potable,19.97079575,2017
2881,1631,5347,Heliconia,Cobertura de viviendas con agua potable,45.65589464,2017
2882,1632,5376,La Ceja del Tambo,Cobertura de viviendas con agua potable,81.08415474,2017
2883,1633,5079,Barbosa,Cobertura de viviendas con agua potable,47.21702391,2017
2884,1634,5045,Apartadó,Cobertura de viviendas con agua potable,77.40284705,2017
2885,1635,5154,Caucasia,Cobertura de viviendas con agua potable,17.3266204,2014
2886,1636,5206,Concepción,Cobertura de viviendas con agua potable,38.83762251,2017
2887,1637,5237,Donmatías,Cobertura de viviendas con agua potable,64.31199873,2017
2888,1638,5615,Rionegro,Cobertura de viviendas con agua potable,92.93407005,2017
2889,1639,5036,Angelópolis,Cobertura de viviendas con agua potable,45.68788501,2017
2890,1640,5234,Dabeiba,Cobertura de viviendas con agua potable,28.45407074,2017
2891,1641,5659,San Juan de Urabá,Cobertura de viviendas con agua potable,0.0,2017
2892,1642,5001,Medellín,Cobertura de viviendas con agua potable,99.82498862,2017
2893,1643,5002,Abejorral,Cobertura de viviendas con agua potable,29.89019058,2017
2894,1644,5147,Carepa,Cobertura de viviendas con agua potable,68.08233862,2017
2895,1645,5250,El Bagre,Cobertura de viviendas con agua potable,58.78074324,2017
2896,1646,5847,Urrao,Cobertura de viviendas con agua potable,40.98907168,2017
2897,1647,5148,El Carmen de Viboral,Cobertura de viviendas con agua potable,95.75558715,2017
2898,1648,5647,San Andrés de Cuerquía,Cobertura de viviendas con agua potable,0.748031496,2017
2899,1649,5647,San Andrés de Cuerquía,Cobertura de viviendas con agua potable,0.0,2014
2900,1650,5034,Andes,Cobertura de viviendas con agua potable,48.95799414,2014
2901,1651,5665,San Pedro de Urabá,Cobertura de viviendas con agua potable,1.645458534,2014
2902,1652,5893,Yondó,Cobertura de viviendas con agua potable,43.1278841,2017
2903,1653,5154,Caucasia,Cobertura de viviendas con agua potable,68.89590734,2017
2904,1654,5659,San Juan de Urabá,Cobertura de viviendas con agua potable,0.0,2014
2905,1655,5044,Anzá,Cobertura de viviendas con agua potable,21.88983856,2014
2906,1656,5004,Abriaquí,Cobertura de viviendas con agua potable,39.82256236,2017
2907,1657,5059,Armenia,Cobertura de viviendas con agua potable,33.35332933,2014
2908,1658,5887,Yarumal,Cobertura de viviendas con agua potable,63.33305806,2014
2909,1659,5736,Segovia,Cobertura de viviendas con agua potable,69.27065465,2017
2910,1660,5631,Sabaneta,Cobertura de viviendas con agua potable,99.86000896,2017
2911,1661,5887,Yarumal,Cobertura de viviendas con agua potable,64.09219931,2017
2912,1662,5038,Angostura,Cobertura de viviendas con agua potable,33.30262225,2017
2913,1663,5021,Alejandría,Cobertura de viviendas con agua potable,54.59600356,2017
2914,1664,5890,Yolombó,Cobertura de viviendas con agua potable,36.83793271,2017
2915,1665,5842,Uramita,Cobertura de viviendas con agua potable,25.74215437,2014
2916,1666,5656,San Jerónimo,Cobertura de viviendas con agua potable,46.29049112,2014
2917,1667,5649,San Carlos,Cobertura de viviendas con agua potable,46.4562943,2014
2918,1668,5368,Jericó,Cobertura de viviendas con agua potable,59.16130569,2014
2919,1669,5002,Abejorral,Cobertura de viviendas con agua potable,40.83169614,2014
2920,1670,5237,Donmatías,Cobertura de viviendas con agua potable,3.307362061,2014
2921,1671,5031,Amalfi,Cobertura de viviendas con agua potable,49.29733598,2017
2922,1672,5197,Cocorná,Cobertura de viviendas con agua potable,38.96659869,2017
2923,1673,5036,Angelópolis,Cobertura de viviendas con agua potable,43.08426073,2014
2924,1674,5310,Gómez Plata,Cobertura de viviendas con agua potable,53.78293449,2017
2925,1675,5172,Chigorodó,Cobertura de viviendas con agua potable,79.11993114,2017
2926,1676,5656,San Jerónimo,Cobertura de viviendas con agua potable,39.98464066,2017
2927,1677,5042,Santa Fé de Antioquia,Cobertura de viviendas con agua potable,57.30829505,2017
2928,1678,5819,Toledo,Cobertura de viviendas con agua potable,33.30328977,2017
2929,1679,5086,Belmira,Cobertura de viviendas con agua potable,34.38683544,2017
2930,1680,5315,Guadalupe,Cobertura de viviendas con agua potable,37.99509106,2017
2931,1681,5093,Betulia,Cobertura de viviendas con agua potable,46.12636903,2017
2932,1682,5134,Campamento,Cobertura de viviendas con agua potable,51.20160367,2017
2933,1683,5895,Zaragoza,Cobertura de viviendas con agua potable,27.34020409,2017
2934,1684,5091,Betania,Cobertura de viviendas con agua potable,47.27843685,2017
2935,1685,5576,Pueblorrico,Cobertura de viviendas con agua potable,54.22667638,2017
2936,1686,5658,San José de la Montaña,Cobertura de viviendas con agua potable,64.38524718,2017
2937,1687,5125,Caicedo,Cobertura de viviendas con agua potable,20.39496084,2017
2938,1688,5690,Santo Domingo,Cobertura de viviendas con agua potable,18.98589401,2017
2939,1689,5051,Arboletes,Cobertura de viviendas con agua potable,32.47835603,2016
2940,1690,5819,Toledo,Cobertura de viviendas con agua potable,9.824245155,2016
2941,1691,5847,Urrao,Cobertura de viviendas con agua potable,41.66125892,2016
2942,1692,5364,Jardín,Cobertura de viviendas con agua potable,54.91004339,2016
2943,1693,5642,Salgar,Cobertura de viviendas con agua potable,38.0180018,2017
2944,1694,5360,Itagüí,Cobertura de viviendas con agua potable,90.9936138,2017
2945,1695,5361,Ituango,Cobertura de viviendas con agua potable,47.41479279,2017
2946,1696,5790,Tarazá,Cobertura de viviendas con agua potable,42.69802927,2017
2947,1697,5761,Sopetrán,Cobertura de viviendas con agua potable,43.27468373,2017
2948,1698,5809,Titiribí,Cobertura de viviendas con agua potable,41.36824543,2017
2949,1699,5129,Caldas,Cobertura de viviendas con agua potable,74.45886852,2017
2950,1700,5368,Jericó,Cobertura de viviendas con agua potable,63.43083753,2017
2951,1701,5266,Envigado,Cobertura de viviendas con agua potable,97.90468181,2017
2952,1702,5660,San Luis,Cobertura de viviendas con agua potable,22.75449102,2014
2953,1703,5658,San José de la Montaña,Cobertura de viviendas con agua potable,56.59801678,2014
2954,1704,5347,Heliconia,Cobertura de viviendas con agua potable,35.71125265,2014
2955,1705,5440,Marinilla,Cobertura de viviendas con agua potable,82.08359588,2016
2956,1706,5353,Hispania,Cobertura de viviendas con agua potable,67.48114901,2015
2957,1707,5044,Anzá,Cobertura de viviendas con agua potable,17.62201997,2017
2958,1708,5093,Betulia,Cobertura de viviendas con agua potable,32.98807895,2014
2959,1709,5040,Anorí,Cobertura de viviendas con agua potable,34.96569671,2014
2960,1710,5059,Armenia,Cobertura de viviendas con agua potable,35.13513514,2017
2961,1711,5490,Necoclí,Cobertura de viviendas con agua potable,18.64861492,2014
2962,1712,5615,Rionegro,Cobertura de viviendas con agua potable,83.71238834,2014
2963,1713,5212,Copacabana,Cobertura de viviendas con agua potable,94.08599699,2014
2964,1714,5380,La Estrella,Cobertura de viviendas con agua potable,58.20556171,2014
2965,1715,5411,Liborina,Cobertura de viviendas con agua potable,39.725,2017
2966,1716,5142,Caracolí,Cobertura de viviendas con agua potable,57.24819545,2017
2967,1717,5501,Olaya,Cobertura de viviendas con agua potable,29.9622291,2017
2968,1718,5282,Fredonia,Cobertura de viviendas con agua potable,45.76610024,2014
2969,1719,5873,Vigía del Fuerte,Cobertura de viviendas con agua potable,0.0,2017
2970,1720,5652,San Francisco,Cobertura de viviendas con agua potable,45.08617396,2017
2971,1721,5004,Abriaquí,Cobertura de viviendas con agua potable,0.0,2014
2972,1722,5893,Yondó,Cobertura de viviendas con agua potable,43.38066002,2014
2973,1723,5631,Sabaneta,Cobertura de viviendas con agua potable,91.74402837,2014
2974,1724,5240,Ebéjico,Cobertura de viviendas con agua potable,26.59739111,2014
2975,1725,5042,Santa Fé de Antioquia,Cobertura de viviendas con agua potable,80.47012178,2019
2976,1726,5044,Anzá,Cobertura de viviendas con agua potable,37.66074669,2019
2977,1727,5819,Toledo,Cobertura de viviendas con agua potable,30.35875552,2019
2978,1728,5665,San Pedro de Urabá,Cobertura de viviendas con agua potable,42.96737888,2019
2979,1729,5045,Apartadó,Cobertura de viviendas con agua potable,90.18596659,2019
2980,1730,5591,Puerto Triunfo,Cobertura de viviendas con agua potable,67.05398989,2019
2981,1731,5264,Entrerríos,Cobertura de viviendas con agua potable,81.80739949,2019
2982,1732,5036,Angelópolis,Cobertura de viviendas con agua potable,59.33724606,2019
2983,1733,5031,Amalfi,Cobertura de viviendas con agua potable,55.94852806,2019
2984,1734,5154,Caucasia,Cobertura de viviendas con agua potable,81.92910161,2019
2985,1735,5631,Sabaneta,Cobertura de viviendas con agua potable,95.35707017,2019
2986,1736,5604,Remedios,Cobertura de viviendas con agua potable,40.9880461,2019
2987,1737,5237,Donmatías,Cobertura de viviendas con agua potable,69.06836644,2020
2988,1738,5129,Caldas,Cobertura de viviendas con agua potable,87.59145135,2020
2989,1739,5652,San Francisco,Cobertura de viviendas con agua potable,0.0,2014
2990,1740,5172,Chigorodó,Cobertura de viviendas con agua potable,71.15717822,2014
2991,1741,5197,Cocorná,Cobertura de viviendas con agua potable,0.0,2014
2992,1742,5483,Nariño,Cobertura de viviendas con agua potable,5.218525766,2014
2993,1743,5138,Cañasgordas,Cobertura de viviendas con agua potable,25.93444508,2014
2994,1744,5284,Frontino,Cobertura de viviendas con agua potable,39.76731888,2014
2995,1745,5665,San Pedro de Urabá,Cobertura de viviendas con agua potable,32.41470769,2015
2996,1746,5686,Santa Rosa de Osos,Cobertura de viviendas con agua potable,55.87295955,2015
2997,1747,5129,Caldas,Cobertura de viviendas con agua potable,87.36237434,2015
2998,1748,5649,San Carlos,Cobertura de viviendas con agua potable,49.50354074,2017
2999,1749,5113,Buriticá,Cobertura de viviendas con agua potable,27.4097352,2017
3000,1750,5120,Cáceres,Cobertura de viviendas con agua potable,20.98014409,2017
3001,1751,5425,Maceo,Cobertura de viviendas con agua potable,38.81067017,2017
3002,1752,5364,Jardín,Cobertura de viviendas con agua potable,53.44364012,2014
3003,1753,5885,Yalí,Cobertura de viviendas con agua potable,40.85976628,2014
3004,1754,5150,Carolina del Príncipe,Cobertura de viviendas con agua potable,79.46554149,2014
3005,1755,5615,Rionegro,Cobertura de viviendas con agua potable,81.99895948,2015
3006,1756,5313,Granada,Cobertura de viviendas con agua potable,55.58850365,2014
3007,1757,5234,Dabeiba,Cobertura de viviendas con agua potable,33.6044242,2014
3008,1758,5113,Buriticá,Cobertura de viviendas con agua potable,25.7655755,2014
3009,1759,5148,El Carmen de Viboral,Cobertura de viviendas con agua potable,70.75276753,2014
3010,1760,5792,Tarso,Cobertura de viviendas con agua potable,50.94339623,2014
3011,1761,5212,Copacabana,Cobertura de viviendas con agua potable,91.62746943,2016
3012,1762,5120,Cáceres,Cobertura de viviendas con agua potable,23.67845118,2016
3013,1763,5042,Santa Fé de Antioquia,Cobertura de viviendas con agua potable,65.73973136,2016
3014,1764,5585,Puerto Nare,Cobertura de viviendas con agua potable,81.75658717,2017
3015,1765,5264,Entrerríos,Cobertura de viviendas con agua potable,50.08110465,2017
3016,1766,5321,Guatapé,Cobertura de viviendas con agua potable,77.09854015,2017
3017,1767,5789,Támesis,Cobertura de viviendas con agua potable,64.09104128,2017
3018,1768,5858,Vegachí,Cobertura de viviendas con agua potable,54.6846286,2017
3019,1769,5364,Jardín,Cobertura de viviendas con agua potable,55.06976744,2017
3020,1770,5040,Anorí,Cobertura de viviendas con agua potable,36.33741556,2017
3021,1771,5059,Armenia,Cobertura de viviendas con agua potable,33.58251869,2016
3022,1772,5543,Peque,Cobertura de viviendas con agua potable,18.7088274,2016
3023,1773,5873,Vigía del Fuerte,Cobertura de viviendas con agua potable,0.0,2016
3024,1774,5604,Remedios,Cobertura de viviendas con agua potable,33.21555623,2016
3025,1775,5101,Ciudad Bolívar,Cobertura de viviendas con agua potable,66.58869738,2016
3026,1776,5138,Cañasgordas,Cobertura de viviendas con agua potable,31.50168122,2016
3027,1777,5642,Salgar,Cobertura de viviendas con agua potable,38.29894522,2016
3028,1778,5842,Uramita,Cobertura de viviendas con agua potable,31.52408257,2016
3029,1779,5206,Concepción,Cobertura de viviendas con agua potable,39.05160391,2016
3030,1780,5579,Puerto Berrío,Cobertura de viviendas con agua potable,83.47701149,2014
3031,1781,5604,Remedios,Cobertura de viviendas con agua potable,0.0,2014
3032,1782,5318,Guarne,Cobertura de viviendas con agua potable,44.20855082,2017
3033,1783,5034,Andes,Cobertura de viviendas con agua potable,48.49957818,2017
3034,1784,5031,Amalfi,Cobertura de viviendas con agua potable,49.75521052,2015
3035,1785,5376,La Ceja del Tambo,Cobertura de viviendas con agua potable,82.22833892,2015
3036,1786,5656,San Jerónimo,Cobertura de viviendas con agua potable,46.3878327,2015
3037,1787,5652,San Francisco,Cobertura de viviendas con agua potable,0.0,2015
3038,1788,5885,Yalí,Cobertura de viviendas con agua potable,50.44106663,2017
3039,1789,5380,La Estrella,Cobertura de viviendas con agua potable,60.23214863,2017
3040,1790,5861,Venecia,Cobertura de viviendas con agua potable,49.30274625,2017
3041,1791,5854,Valdivia,Cobertura de viviendas con agua potable,24.59713051,2017
3042,1792,5321,Guatapé,Cobertura de viviendas con agua potable,65.98049837,2014
3043,1793,5021,Alejandría,Cobertura de viviendas con agua potable,0.0,2014
3044,1794,5093,Betulia,Cobertura de viviendas con agua potable,45.74824238,2016
3045,1795,5861,Venecia,Cobertura de viviendas con agua potable,52.9460239,2016
3046,1796,5854,Valdivia,Cobertura de viviendas con agua potable,25.02415459,2016
3047,1797,5858,Vegachí,Cobertura de viviendas con agua potable,55.51738944,2016
3048,1798,5390,La Pintada,Cobertura de viviendas con agua potable,0.0,2016
3049,1799,5113,Buriticá,Cobertura de viviendas con agua potable,27.49221184,2016
3050,1800,5266,Envigado,Cobertura de viviendas con agua potable,98.75705002,2014
3051,1801,5390,La Pintada,Cobertura de viviendas con agua potable,0.0,2014
3052,1802,5895,Zaragoza,Cobertura de viviendas con agua potable,3.026947213,2014
3053,1803,5541,Peñol,Cobertura de viviendas con agua potable,73.62529733,2014
3054,1804,5353,Hispania,Cobertura de viviendas con agua potable,67.30538922,2014
3055,1805,5607,El Retiro,Cobertura de viviendas con agua potable,53.96032737,2014
3056,1806,5120,Cáceres,Cobertura de viviendas con agua potable,21.32901941,2014
3057,1807,5031,Amalfi,Cobertura de viviendas con agua potable,49.33108013,2014
3058,1808,5642,Salgar,Cobertura de viviendas con agua potable,34.65272591,2014
3059,1809,5467,Montebello,Cobertura de viviendas con agua potable,31.35792779,2014
3060,1810,5475,Murindó,Cobertura de viviendas con agua potable,0.0,2014
3061,1811,5038,Angostura,Cobertura de viviendas con agua potable,21.25825912,2014
3062,1812,5501,Olaya,Cobertura de viviendas con agua potable,9.557774608,2014
3063,1813,5113,Buriticá,Cobertura de viviendas con agua potable,25.85656595,2019
3064,1814,5240,Ebéjico,Cobertura de viviendas con agua potable,53.35204202,2019
3065,1815,5400,La Unión,Cobertura de viviendas con agua potable,74.86569789,2019
3066,1816,5756,Sonsón,Cobertura de viviendas con agua potable,50.68949989,2019
3067,1817,5837,Turbo,Cobertura de viviendas con agua potable,61.98497611,2019
3068,1818,5134,Campamento,Cobertura de viviendas con agua potable,31.76530435,2019
3069,1819,5854,Valdivia,Cobertura de viviendas con agua potable,30.0645851,2019
3070,1820,5649,San Carlos,Cobertura de viviendas con agua potable,44.83006124,2019
3071,1821,5040,Anorí,Cobertura de viviendas con agua potable,38.72675551,2019
3072,1822,5308,Girardota,Cobertura de viviendas con agua potable,53.48304647,2014
3073,1823,5030,Amagá,Cobertura de viviendas con agua potable,45.09826325,2014
3074,1824,5670,San Roque,Cobertura de viviendas con agua potable,24.05025426,2014
3075,1825,5004,Abriaquí,Cobertura de viviendas con agua potable,39.46666667,2015
3076,1826,5856,Valparaíso,Cobertura de viviendas con agua potable,54.69181233,2015
3077,1827,5861,Venecia,Cobertura de viviendas con agua potable,60.35697511,2015
3078,1828,5854,Valdivia,Cobertura de viviendas con agua potable,20.98489088,2015
3079,1829,5376,La Ceja del Tambo,Cobertura de viviendas con agua potable,86.546247,2019
3080,1830,5212,Copacabana,Cobertura de viviendas con agua potable,95.86962902,2019
3081,1831,5659,San Juan de Urabá,Cobertura de viviendas con agua potable,0.0,2019
3082,1832,5607,El Retiro,Cobertura de viviendas con agua potable,61.97248077,2019
3083,1833,5847,Urrao,Cobertura de viviendas con agua potable,55.22080996,2019
3084,1834,5380,La Estrella,Cobertura de viviendas con agua potable,85.28246279,2019
3085,1835,5361,Ituango,Cobertura de viviendas con agua potable,33.36842579,2019
3086,1836,5361,Ituango,Cobertura de viviendas con agua potable,26.36724284,2015
3087,1837,5607,El Retiro,Cobertura de viviendas con agua potable,56.0902514,2015
3088,1838,5591,Puerto Triunfo,Cobertura de viviendas con agua potable,30.30894886,2015
3089,1839,5107,Briceño,Cobertura de viviendas con agua potable,33.69616162,2015
3090,1840,5266,Envigado,Cobertura de viviendas con agua potable,99.00206668,2015
3091,1841,5212,Copacabana,Cobertura de viviendas con agua potable,91.55170859,2015
3092,1842,5044,Anzá,Cobertura de viviendas con agua potable,21.95353248,2015
3093,1843,5125,Caicedo,Cobertura de viviendas con agua potable,20.09379509,2015
3094,1844,5736,Segovia,Cobertura de viviendas con agua potable,63.85176145,2015
3095,1845,5756,Sonsón,Cobertura de viviendas con agua potable,49.21063811,2015
3096,1846,5501,Olaya,Cobertura de viviendas con agua potable,32.42283298,2015
3097,1847,5670,San Roque,Cobertura de viviendas con agua potable,40.21020847,2015
3098,1848,5667,San Rafael,Cobertura de viviendas con agua potable,47.81300662,2015
3099,1849,5697,El Santuario,Cobertura de viviendas con agua potable,59.13657615,2015
3100,1850,5440,Marinilla,Cobertura de viviendas con agua potable,83.15940128,2015
3101,1851,5490,Necoclí,Cobertura de viviendas con agua potable,18.68856048,2015
3102,1852,5148,El Carmen de Viboral,Cobertura de viviendas con agua potable,82.29486617,2015
3103,1853,5318,Guarne,Cobertura de viviendas con agua potable,83.3003556,2015
3104,1854,5282,Fredonia,Cobertura de viviendas con agua potable,37.60057471,2015
3105,1855,5308,Girardota,Cobertura de viviendas con agua potable,54.94981587,2015
3106,1856,5264,Entrerríos,Cobertura de viviendas con agua potable,26.09262883,2015
3107,1857,5306,Giraldo,Cobertura de viviendas con agua potable,24.86345627,2015
3108,1858,5036,Angelópolis,Cobertura de viviendas con agua potable,47.7783586,2015
3109,1859,5310,Gómez Plata,Cobertura de viviendas con agua potable,49.86134221,2014
3110,1860,5670,San Roque,Cobertura de viviendas con agua potable,31.66323288,2019
3111,1861,5842,Uramita,Cobertura de viviendas con agua potable,29.01993412,2019
3112,1862,5858,Vegachí,Cobertura de viviendas con agua potable,84.12832186,2019
3113,1863,5756,Sonsón,Cobertura de viviendas con agua potable,48.33247819,2014
3114,1864,5809,Titiribí,Cobertura de viviendas con agua potable,40.27898867,2014
3115,1865,5543,Peque,Cobertura de viviendas con agua potable,0.0,2014
3116,1866,5315,Guadalupe,Cobertura de viviendas con agua potable,40.87671233,2014
3117,1867,5308,Girardota,Cobertura de viviendas con agua potable,53.62736019,2016
3118,1868,5030,Amagá,Cobertura de viviendas con agua potable,46.91671964,2016
3119,1869,5347,Heliconia,Cobertura de viviendas con agua potable,35.93800852,2016
3120,1870,5282,Fredonia,Cobertura de viviendas con agua potable,42.29860929,2016
3121,1871,5315,Guadalupe,Cobertura de viviendas con agua potable,40.46793761,2016
3122,1872,5134,Campamento,Cobertura de viviendas con agua potable,31.61512027,2016
3123,1873,5321,Guatapé,Cobertura de viviendas con agua potable,62.19586375,2016
3124,1874,5480,Mutatá,Cobertura de viviendas con agua potable,23.88693885,2014
3125,1875,5264,Entrerríos,Cobertura de viviendas con agua potable,79.06053589,2014
3126,1876,5664,San Pedro de los Milagros,Cobertura de viviendas con agua potable,57.62735716,2014
3127,1877,5861,Venecia,Cobertura de viviendas con agua potable,59.87827715,2014
3128,1878,5088,Bello,Cobertura de viviendas con agua potable,94.53954651,2016
3129,1879,5360,Itagüí,Cobertura de viviendas con agua potable,90.92954471,2016
3130,1880,5895,Zaragoza,Cobertura de viviendas con agua potable,19.43947525,2016
3131,1881,5670,San Roque,Cobertura de viviendas con agua potable,36.71546785,2016
3132,1882,5686,Santa Rosa de Osos,Cobertura de viviendas con agua potable,55.04706264,2016
3133,1883,5893,Yondó,Cobertura de viviendas con agua potable,43.44925774,2016
3134,1884,5306,Giraldo,Cobertura de viviendas con agua potable,17.31069526,2016
3135,1885,5631,Sabaneta,Cobertura de viviendas con agua potable,97.55022431,2016
3136,1886,5576,Pueblorrico,Cobertura de viviendas con agua potable,54.64371497,2014
3137,1887,5360,Itagüí,Cobertura de viviendas con agua potable,91.94260636,2014
3138,1888,5411,Liborina,Cobertura de viviendas con agua potable,33.03303303,2014
3139,1889,5591,Puerto Triunfo,Cobertura de viviendas con agua potable,58.21409165,2014
3140,1890,5585,Puerto Nare,Cobertura de viviendas con agua potable,0.0,2014
3141,1891,5890,Yolombó,Cobertura de viviendas con agua potable,25.17492111,2014
3142,1892,5142,Caracolí,Cobertura de viviendas con agua potable,56.85218432,2014
3143,1893,5667,San Rafael,Cobertura de viviendas con agua potable,49.21681781,2014
3144,1894,5847,Urrao,Cobertura de viviendas con agua potable,40.87658787,2014
3145,1895,5736,Segovia,Cobertura de viviendas con agua potable,1.943145016,2014
3146,1896,5147,Carepa,Cobertura de viviendas con agua potable,62.68668766,2014
3147,1897,5873,Vigía del Fuerte,Cobertura de viviendas con agua potable,0.0,2014
3148,1898,5628,Sabanalarga,Cobertura de viviendas con agua potable,29.71518987,2014
3149,1899,5206,Concepción,Cobertura de viviendas con agua potable,45.70290268,2014
3150,1900,5284,Frontino,Cobertura de viviendas con agua potable,64.64553667,2016
3151,1901,5591,Puerto Triunfo,Cobertura de viviendas con agua potable,62.71596406,2016
3152,1902,5154,Caucasia,Cobertura de viviendas con agua potable,71.29389367,2016
3153,1903,5237,Donmatías,Cobertura de viviendas con agua potable,66.24643884,2019
3154,1904,5425,Maceo,Cobertura de viviendas con agua potable,37.55870805,2019
3155,1905,5411,Liborina,Cobertura de viviendas con agua potable,37.92277038,2019
3156,1906,5045,Apartadó,Cobertura de viviendas con agua potable,82.31021167,2016
3157,1907,5628,Sabanalarga,Cobertura de viviendas con agua potable,30.81395349,2016
3158,1908,5250,El Bagre,Cobertura de viviendas con agua potable,2.612612613,2016
3159,1909,5885,Yalí,Cobertura de viviendas con agua potable,52.98855447,2016
3160,1910,5667,San Rafael,Cobertura de viviendas con agua potable,50.06771861,2016
3161,1911,5107,Briceño,Cobertura de viviendas con agua potable,0.0,2014
3162,1912,5145,Caramanta,Cobertura de viviendas con agua potable,51.00235849,2014
3163,1913,5376,La Ceja del Tambo,Cobertura de viviendas con agua potable,81.8995224,2014
3164,1914,5042,Santa Fé de Antioquia,Cobertura de viviendas con agua potable,63.73082035,2014
3165,1915,5761,Sopetrán,Cobertura de viviendas con agua potable,34.83478547,2014
3166,1916,5190,Cisneros,Cobertura de viviendas con agua potable,0.0,2014
3167,1917,5861,Venecia,Cobertura de viviendas con agua potable,83.806125,2019
3168,1918,5091,Betania,Cobertura de viviendas con agua potable,54.30703864,2019
3169,1919,5004,Abriaquí,Cobertura de viviendas con agua potable,35.84571429,2019
3170,1920,5576,Pueblorrico,Cobertura de viviendas con agua potable,54.98325818,2019
3171,1921,5789,Támesis,Cobertura de viviendas con agua potable,65.9097109,2019
3172,1922,5856,Valparaíso,Cobertura de viviendas con agua potable,58.39256811,2019
3173,1923,5368,Jericó,Cobertura de viviendas con agua potable,63.09487111,2019
3174,1924,5284,Frontino,Cobertura de viviendas con agua potable,62.2723387,2019
3175,1925,5093,Betulia,Cobertura de viviendas con agua potable,51.73043672,2019
3176,1926,5809,Titiribí,Cobertura de viviendas con agua potable,47.58406248,2019
3177,1927,5129,Caldas,Cobertura de viviendas con agua potable,86.51327991,2019
3178,1928,5282,Fredonia,Cobertura de viviendas con agua potable,50.04547845,2019
3179,1929,5055,Argelia,Cobertura de viviendas con agua potable,0.0,2015
3180,1930,5086,Belmira,Cobertura de viviendas con agua potable,34.19676151,2015
3181,1931,5390,La Pintada,Cobertura de viviendas con agua potable,38.0200378,2015
3182,1932,5475,Murindó,Cobertura de viviendas con agua potable,0.0,2015
3183,1933,5113,Buriticá,Cobertura de viviendas con agua potable,26.1841405,2015
3184,1934,5658,San José de la Montaña,Cobertura de viviendas con agua potable,56.34441088,2015
3185,1935,5150,Carolina del Príncipe,Cobertura de viviendas con agua potable,76.93244066,2017
3186,1936,5667,San Rafael,Cobertura de viviendas con agua potable,49.86522025,2017
3187,1937,5495,Nechí,Cobertura de viviendas con agua potable,45.14757954,2017
3188,1938,5400,La Unión,Cobertura de viviendas con agua potable,69.67289319,2018
3189,1939,5585,Puerto Nare,Cobertura de viviendas con agua potable,80.6482212,2018
3190,1940,5002,Abejorral,Cobertura de viviendas con agua potable,42.03984662,2018
3191,1941,5674,San Vicente Ferrer,Cobertura de viviendas con agua potable,78.98244265,2016
3192,1942,5649,San Carlos,Cobertura de viviendas con agua potable,62.06728425,2016
3193,1943,5736,Segovia,Cobertura de viviendas con agua potable,65.56169141,2016
3194,1944,5790,Tarazá,Cobertura de viviendas con agua potable,46.99468631,2016
3195,1945,5895,Zaragoza,Cobertura de viviendas con agua potable,31.15489047,2018
3196,1946,5101,Ciudad Bolívar,Cobertura de viviendas con agua potable,67.96364085,2018
3197,1947,5347,Heliconia,Cobertura de viviendas con agua potable,58.21598886,2018
3198,1948,5209,Concordia,Cobertura de viviendas con agua potable,45.68164694,2018
3199,1949,5125,Caicedo,Cobertura de viviendas con agua potable,24.00432754,2018
3200,1950,5467,Montebello,Cobertura de viviendas con agua potable,32.06260032,2015
3201,1951,5664,San Pedro de los Milagros,Cobertura de viviendas con agua potable,59.21416713,2015
3202,1952,5040,Anorí,Cobertura de viviendas con agua potable,39.91127162,2018
3203,1953,5483,Nariño,Cobertura de viviendas con agua potable,38.25727742,2018
